sample_id,host_animal_species,animal_infection_site_uti,mic_id,num,equal,value
SD57007PPY10087,Canis familiaris,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY10812,Canis familiaris,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY10871,Canis familiaris,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
WA99164PPY10004,Canis familiaris,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WA99164PPY10069,Canis familiaris,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY10178,Canis familiaris,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,1,=,=1
WI53706PPY10194,Canis familiaris,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY10067,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY10085,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY10118,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY10185,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
CO80526PPY10196,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
CO80526PPY10201,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
FL34741PPY10002,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY10012,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
GA30602PPY10281,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
GA30602PPY10299,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY10057,Equus caballus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
IN47907PPY10249,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY10028,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,=,=4
KY40511PPY10087,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
MO65211PPY10032,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY14006,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
NE68583PPY10116,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
NE68583PPY10163,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
NY14853PPY10006,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY10171,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA19348PPY10015,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
SD57007PPY10014,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY10792,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
TX77840PPY11408,Equus caballus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
AL36849PPY10025,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
CA95616PPY10013,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CA95616PPY10124,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
GA30602PPY10202,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
IN47907PPY10149,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MI48910PPY10022,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MN55108PPY10067,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MN55108PPY10093,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
IN47907PPY10019,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
NE68583PPY10022,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NE68583PPY10143,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY10048,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
NY14853PPY10153,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY10025,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
OH43068PPY10073,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
SD57007PPY10062,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
SD57007PPY10076,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
TX77840PPY10787,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
WI53706PPY10145,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
WI53706PPY10171,Sus domesticus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CA95616PPY10176,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MN55108PPY10035,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MN55108PPY10060,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY13001,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY10166,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
OH43068PPY10075,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
SD57007PPY10038,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY10077,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY10192,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY20021,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY20148,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
AL36849PPY20163,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CO80526PPY20093,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CO80526PPY20188,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CO80526PPY20255,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CO80526PPY20279,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20005,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20052,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20069,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
GA30602PPY20095,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
GA30602PPY20108,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
GA30602PPY20112,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20291,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20393,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
IN47907PPY20461,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20571,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KS66506PPY20017,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KS66506PPY20112,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KS66506PPY20169,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20012,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20134,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20158,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20304,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
LA70803PPY20013,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MI48910PPY20040,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MI48910PPY20043,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
MI48910PPY20119,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MI48910PPY20147,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,4,>,>4
MI48910PPY20155,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MI48910PPY20176,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY21206,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY21216,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY21217,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY21231,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MS39208PPY20019,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
ND58102PPY20036,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
ND58102PPY20137,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
ND58102PPY20190,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
ND58102PPY20299,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20003,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20033,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20138,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20223,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20043,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20295,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20368,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20417,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20444,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
SD57007PPY20366,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
SD57007PPY20368,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20009,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20036,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20125,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20171,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WA99164PPY20127,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WA99164PPY20139,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WA99164PPY20181,Felis catus,UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WA99164PPY20234,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY20026,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY20133,Felis catus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY20016,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY20072,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY20121,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CA95616PPY20219,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
CO80526PPY20028,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20046,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20051,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
FL34741PPY20085,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20308,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20415,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
IN47907PPY20450,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20001,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20115,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20144,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20182,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
KY40511PPY20283,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
LA70803PPY20014,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MN55108PPY20321,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY20607,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY20622,Meleagris gallopavo,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
MO65211PPY20644,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20155,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NE68583PPY20166,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20112,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20246,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20357,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
NY14853PPY20443,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20001,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20006,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20023,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20040,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20044,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA16802PPY20061,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA17110PPY20017,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA17110PPY20018,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA17110PPY20024,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA17110PPY20037,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA17110PPY20058,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA19348PPY20001,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA19348PPY20005,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA19348PPY20008,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
PA19348PPY20011,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20012,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
TX77840PPY20013,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY20001,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY20141,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,0.5,<=,<=0.5
WI53706PPY20281,Gallus gallus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
AL36849PPY10190,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
AL36849PPY20067,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
AL36849PPY20112,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
AL36849PPY20161,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CA95616PPY20004,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
CA95616PPY20114,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CA95616PPY20145,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
CA95616PPY20175,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CO80526PPY20021,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
CO80526PPY20178,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
CO80526PPY20275,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
FL34741PPY20066,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
IN47907PPY20292,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
IN47907PPY20383,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
IN47907PPY20445,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
IN47907PPY20582,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
KS66506PPY20083,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
KY40511PPY20020,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
KY40511PPY20117,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
KY40511PPY20152,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
KY40511PPY20172,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
KY40511PPY20308,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MI48910PPY20002,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MI48910PPY20051,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MI48910PPY20138,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MI48910PPY20174,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MI48910PPY20218,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MN55108PPY20049,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MN55108PPY20053,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MN55108PPY20063,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MN55108PPY20082,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MO65211PPY20101,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MO65211PPY20119,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
MO65211PPY20135,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
MO65211PPY20142,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
ND58102PPY20027,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
NE68583PPY20009,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NE68583PPY20056,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
NE68583PPY20165,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY20226,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY20319,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY20427,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY20429,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
NY14853PPY20433,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20014,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20015,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20018,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
OH43068PPY20020,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20071,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20073,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20084,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
OH43068PPY20088,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA16802PPY20004,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA16802PPY20022,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
PA16802PPY20028,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA16802PPY20050,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
PA16802PPY20054,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA16802PPY20065,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20001,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20004,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20005,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20016,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,>,>2
PA17110PPY20023,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20034,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
PA17110PPY20044,Bos taurus,Not UTI/urine/urinary tract,trimethoprim_sulfamethoxazole,2,<=,<=2
