gene,gene_type,cattle,dog,cat,horse,chicken,swine,turkey
arr-2,chromosome,0.005050505050505051,0,0.005780346820809248,0.02631578947368421,0,0.0392156862745098,0
blaHER,chromosome,0,0,0,0,0,0,0.09523809523809523
ere(A),chromosome,0.005050505050505051,0,0,0.02631578947368421,0,0.029411764705882353,0
mcr9,chromosome,0,0,0,0.02631578947368421,0,0.00980392156862745,0
blaTEM-105,chromosome,0.015151515151515152,0.0051813471502590676,0,0.006578947368421052,0.008333333333333333,0,0
blaTEM-235,chromosome,0.015151515151515152,0.0051813471502590676,0.005780346820809248,0.006578947368421052,0.016666666666666666,0.00980392156862745,0
aadB,chromosome,0.005050505050505051,0.010362694300518135,0,0.019736842105263157,0.008333333333333333,0.029411764705882353,0
lnu(G),plasmid,0,0.0051813471502590676,0,0,0,0.029411764705882353,0
mph(E),chromosome,0,0,0,0.019736842105263157,0,0.029411764705882353,0
msr(E),chromosome,0,0,0,0.019736842105263157,0,0.029411764705882353,0
IncP1,plasmid,0.010101010101010102,0.015544041450777202,0,0.013157894736842105,0,0,0
arsB,chromosome,0.010101010101010102,0,0,0,0,0,0
blaTEM-102,chromosome,0.010101010101010102,0.0051813471502590676,0,0,0,0.00980392156862745,0
Col(MGD2),plasmid,0.010101010101010102,0.0051813471502590676,0,0,0.008333333333333333,0.0196078431372549,0.023809523809523808
oqxB,chromosome,0.010101010101010102,0.0051813471502590676,0.005780346820809248,0.006578947368421052,0,0,0
pENTAS02,plasmid,0.010101010101010102,0,0,0,0,0.00980392156862745,0
armA,chromosome,0,0,0,0,0,0.0196078431372549,0
blaTEM-141,chromosome,0.005050505050505051,0,0,0,0,0.0196078431372549,0
IncX2,plasmid,0,0,0,0,0,0.0196078431372549,0
IncX9,plasmid,0.005050505050505051,0,0,0.006578947368421052,0.016666666666666666,0,0
blaI,chromosome,0,0,0,0.013157894736842105,0,0,0
blaA,chromosome,0.005050505050505051,0,0,0.006578947368421052,0,0,0
blaCARB,chromosome,0.005050505050505051,0.0051813471502590676,0,0,0,0,0.023809523809523808
blaCFE,chromosome,0.005050505050505051,0,0,0,0,0,0
blaLAP,chromosome,0.005050505050505051,0,0,0,0,0.00980392156862745,0
blaROB,chromosome,0.005050505050505051,0.0051813471502590676,0,0,0,0,0
Col3M,plasmid,0.005050505050505051,0.0051813471502590676,0,0,0,0,0
crpP,chromosome,0.005050505050505051,0,0,0,0,0.00980392156862745,0
mef(C),chromosome,0.005050505050505051,0,0,0,0,0.00980392156862745,0
mph(G),chromosome,0.005050505050505051,0,0,0,0,0.00980392156862745,0
penA,chromosome,0.005050505050505051,0,0,0,0,0,0
Rep7a,plasmid,0.005050505050505051,0,0,0,0,0,0
rmtB,chromosome,0.005050505050505051,0,0,0,0,0,0
blaTEM-106,chromosome,0,0,0.005780346820809248,0.006578947368421052,0,0.00980392156862745,0.023809523809523808
blaTEM-12,chromosome,0,0,0,0,0.008333333333333333,0.00980392156862745,0
blaTEM-135,chromosome,0,0,0.005780346820809248,0.006578947368421052,0,0.00980392156862745,0.023809523809523808
blaTEM-32,chromosome,0,0,0,0,0,0.00980392156862745,0
cml,chromosome,0,0,0,0,0,0.00980392156862745,0
Col(Ye4449),plasmid,0,0,0,0,0,0.00980392156862745,0
erm(42),chromosome,0,0,0,0,0,0.00980392156862745,0
IncP6,plasmid,0,0,0,0,0,0.00980392156862745,0
rep13,plasmid,0,0,0.005780346820809248,0.006578947368421052,0,0.00980392156862745,0
erm(37),chromosome,0,0,0,0,0.008333333333333333,0,0
blaPAO,chromosome,0,0,0,0,0,0,0.023809523809523808
blaPDC,chromosome,0,0,0,0,0,0,0.023809523809523808
otr(A),chromosome,0,0,0,0,0,0,0.023809523809523808
repUS43,plasmid,0,0,0,0,0,0,0.023809523809523808
smr,chromosome,0,0,0,0,0,0,0.023809523809523808
blaPC1,chromosome,0,0,0,0.006578947368421052,0,0,0
blaR1,chromosome,0,0,0,0.006578947368421052,0,0,0
blaZ,chromosome,0,0,0,0.006578947368421052,0,0,0
rep21,plasmid,0,0.0051813471502590676,0,0.006578947368421052,0,0,0
rep7a,plasmid,0,0,0,0.006578947368421052,0,0,0
blaBIL,chromosome,0,0,0.005780346820809248,0,0,0,0
blaTEM-34,chromosome,0,0,0.005780346820809248,0,0,0,0
penI,chromosome,0,0,0.005780346820809248,0,0,0,0
Col(KPHS6),plasmid,0,0.0051813471502590676,0,0,0,0,0
pSL483,plasmid,0,0.0051813471502590676,0,0,0,0,0
qnrV,chromosome,0,0.0051813471502590676,0,0,0,0,0
rph,chromosome,0,0.0051813471502590676,0,0,0,0,0
spw,chromosome,0,0.0051813471502590676,0,0,0,0,0
